idelem;tipo_elem;identif;nombre;st_x;st_y
5540;PUNTOS DE MEDIDA URBANOS;61028;Av.Pio XII N-S - Caidos Division Azul -Comandante Franco;442.900.721.333.696;447.999.150.363.721
5564;PUNTOS DE MEDIDA URBANOS;61053;Alfonso XIII E-O - Bonetero-Francisco de Goya;442.534.822.206.643;447.928.127.449.112
5532;PUNTOS DE MEDIDA URBANOS;61018;Av.Pio XII N-S - José Bardasano-Caidos División Azul;442.990.304.552.381;448.016.724.639.179
5815;PUNTOS DE MEDIDA URBANOS;41005;Av. Albufera - Puerto Pajares-Perpetuo Socorro;443.821.195.824.689;447.204.240.803.999
5981;PUNTOS DE MEDIDA URBANOS;45036;C/. Hermanos García Noblejas - Francisco Largo Caballero-Pepe Ysbert;446.848.159.515.958;447.518.373.126.169
6052;PUNTOS DE MEDIDA URBANOS;46407;C/. Amara - Amara-Arturo Soria;445.112.890.875.081;447.768.285.517.229
6065;PUNTOS DE MEDIDA URBANOS;47004;C/. Arturo Soria - Bausa-San Juan de Avila;443.574.411.194.541;448.030.179.471.373
6066;PUNTOS DE MEDIDA URBANOS;47005;C/. Arturo Soria  - Alonso Saavedra-Julio Danvila;443.572.036.306.915;448.037.545.900.388
6067;PUNTOS DE MEDIDA URBANOS;47006;C/. Arturo Soria  - Av. San Luis-Serrano Galvache;44.350.216.001.111;448.066.142.235.628
6074;PUNTOS DE MEDIDA URBANOS;47013;Av. San Luis - Condado de Treviño-Arturo Soria;44.331.234.539.838;448.108.379.389.001
5980;PUNTOS DE MEDIDA URBANOS;45035;C/. Hermanos García Noblejas - Arcentales-Castillo de Uclés;446.775.171.827.113;447.535.245.729.475
6093;PUNTOS DE MEDIDA URBANOS;47032;Av. Alcalde Conde Mayalde - Av. Alcalde Conde Mayalde-Arturo Soria;44.401.386.510.375;448.192.130.765.584
6145;PUNTOS DE MEDIDA URBANOS;53014;C/. José Luis Arrese - José Luis Arrese-Av. Marqués de Corbera;444.480.797.850.696;447.503.793.045.759
3653;PUNTOS DE MEDIDA URBANOS;13009;Alfonso XII N-S - Alberto Bosch-Espalter;441.659.319.011.538;44.740.730.103.168
4299;PUNTOS DE MEDIDA URBANOS;16023;Gran Via, 39 N-S - Pl. Callao-Mesoneros Romanos;440.288.561.883.976;447.484.781.729.379
4300;PUNTOS DE MEDIDA URBANOS;16025;Mesoneros Romanos O-E - Abadia-Gran Via;440.362.917.151.995;447.477.746.868.125
3730;PUNTOS DE MEDIDA URBANOS;16028; Gran Via N-S - Salud-Tres Cruces;440.471.419.243.741;447.482.789.439.245
4303;PUNTOS DE MEDIDA URBANOS;16029;Tres Cruces O-E - Pl.del Carmen-Gran Via;440.484.521.013.999;447.475.676.356.513
4305;PUNTOS DE MEDIDA URBANOS;16033; Hortaleza, 11 O-E - Gran Via-Infantas;440.632.578.911.544;447.484.123.161.608
4307;PUNTOS DE MEDIDA URBANOS;16035;Gran Via S-N - Victor Hugo-Clavel;440.865.972.612.418;447.474.683.602.509
4654;PUNTOS DE MEDIDA URBANOS;35013;Martínez Izquierdo O-E - Ardemans-Pilar de Zaragoza;443.153.064.571.357;447.619.041.825.323
3501;PUNTOS DE MEDIDA URBANOS;35014;Cartagena N-S - Martínez Izquierdo-Av.Toreros;44.323.899.494.995;44.762.245.427.093
3502;PUNTOS DE MEDIDA URBANOS;35015;Cartagena S-N - Av.Toreros-Martínez Izquierdo;443.239.072.016.081;447.614.770.080.996
3503;PUNTOS DE MEDIDA URBANOS;35016;Cartagena S-N - Londres-Av.Toreros;443.235.319.626.001;447.601.529.214.547
3504;PUNTOS DE MEDIDA URBANOS;35017;Av.Toreros E-O - Rafaela Bonilla-Cartagena;44.338.134.754.753;447.614.184.107.289
4655;PUNTOS DE MEDIDA URBANOS;35018;Av.Toreros O-E - Cartagena-Rafaela Bonilla;443.378.222.296.214;447.613.601.288.664
4653;PUNTOS DE MEDIDA URBANOS;35012;Cartagena N-S - Azcona-Martinez Izquierdo;443.241.859.122.846;447.631.114.672.945
5475;PUNTOS DE MEDIDA URBANOS;60029;Alberto Alcocer O-E - Doctor Fleming -Juán Ramón Jiménez;441.790.951.653.176;447.912.408.211.747
4126;PUNTOS DE MEDIDA URBANOS;97102;Comercio E-O - Garganta de los Montes-Méndez Alvaro;44.206.470.930.091;447.264.868.829.565
4129;PUNTOS DE MEDIDA URBANOS;97101;Ramírez de Prado O-E - Juán Mariana-Pl.Amanecer en Méndez Alvaro;44.191.536.662.249;447.250.018.560.227
5954;PUNTOS DE MEDIDA URBANOS;45008;C/. Hermanos García Noblejas - Miguel Fleta-Julián Camarillo;446.329.816.472.189;44.761.542.084.216
6146;PUNTOS DE MEDIDA URBANOS;53015;C/. Santa Prisca - Cementerio-Av. Marqués de Corbera;445.059.016.257.932;44.755.737.161.361
6175;PUNTOS DE MEDIDA URBANOS;53049;C/. Francisco Largo Caballero - Av. Daroca-Nicolás Salmerón;44.607.752.960.618;447.512.312.575.905
5944;PUNTOS DE MEDIDA URBANOS;44403;C/. Boldano - Boldano-Alcalá;445.799.565.729.964;447.667.096.520.703
5945;PUNTOS DE MEDIDA URBANOS;44404;C/. Pileo - Pileo-Alcalá;445.677.991.635.862;447.659.588.643.081
3434;PUNTOS DE MEDIDA URBANOS;6020;Velazquez S-N - Maria Molina-Lopez Hoyos;442.175.615.124.381;447.680.672.732.843
3964;PUNTOS DE MEDIDA URBANOS;6024;Velazquez, 90 S-N - Padilla-Juan Bravo;442.126.487.779.163;447.610.020.814.708
3935;PUNTOS DE MEDIDA URBANOS;5007;Eduardo Dato O-E - Gta. Ruben Dario-Serrano;441.803.022.593.898;447.625.048.165.718
3936;PUNTOS DE MEDIDA URBANOS;5008; Alcala O-E - Pl. Cibeles-Pl. Independencia;441.441.766.235.198;447.475.757.924.242
3939;PUNTOS DE MEDIDA URBANOS;5011;Serrano N-S - Villanueva-Pl. Independencia;441.707.553.305.982;447.503.828.565.692
3954;PUNTOS DE MEDIDA URBANOS;6006;Principe Vergara S-N - Francisco Silvela-Lopez Hoyos;442.539.779.900.242;447.705.169.122.523
3956;PUNTOS DE MEDIDA URBANOS;6010;Velazquez, 135 S-N - Oquendo-Joaquin Costa;442.197.952.141.368;447.709.398.839.763
4159;PUNTOS DE MEDIDA URBANOS;13008;Alfonso XII S-N - Casado Alisal-Academia;441.668.740.545.928;447.416.583.358.861
4438;PUNTOS DE MEDIDA URBANOS;21016;Gral. Martinez Campos, 46 O-E - Miguel Angel-Emilio Castelar;441.497.350.968.911;44.764.921.419.858
9965;PUNTOS DE MEDIDA URBANOS;22011;Agustin de Betancourt S-N - Maria de Guzmán-Maudes;441.158.763.924.031;447.749.004.041.141
9963;PUNTOS DE MEDIDA URBANOS;22012;Agustin de Betancourt N-S  - Salida Túnel Azca-Maudes;441.159.632.867.346;447.762.349.681.581
9964;PUNTOS DE MEDIDA URBANOS;22013;Agustin de Betancourt N-S  - Lateral Agustin Betancourt-Maudes;441.152.802.776.938;447.762.428.240.254
4477;PUNTOS DE MEDIDA URBANOS;23033;Juán XXIII S-N - Av.Moncloa-Beatriz de Bobadilla;439.306.435.231.745;447.794.481.750.872
3741;PUNTOS DE MEDIDA URBANOS;34005; Lopez de Hoyos O-E - Cartagena-Juan B. Toledo;442.846.975.774.546;44.773.907.347.362
5613;PUNTOS DE MEDIDA URBANOS;61109;Mateo Inurria E-O - Hiedra-Av.del Recuerdo;442.249.902.103.842;448.006.166.570.208
5709;PUNTOS DE MEDIDA URBANOS;63022;Hernani E-O - Istúriz-Bravo Murillo;4.405.129.450.641;447.796.550.362.419
5718;PUNTOS DE MEDIDA URBANOS;63031;Raimundo Fdez.Villaverde E-O - Cicerón-Gta.Cuatro Caminos;440.694.391.702.575;447.779.271.847.741
5846;PUNTOS DE MEDIDA URBANOS;41037;Av. Pablo Neruda - Av. Pablo Neruda-Av.Albufera;445.503.621.999.059;447.144.795.223.565
5963;PUNTOS DE MEDIDA URBANOS;45017;C/. Ascao - Pl. Villaflor-Hermanos García Noblejas;446.237.125.848.564;447.618.011.654.338
4859;PUNTOS DE MEDIDA URBANOS;28005; Pº ERMITA S-N;433.964.014.950.026;447.936.296.912.297
5964;PUNTOS DE MEDIDA URBANOS;45018;C/. Emilio Muñóz - Albarracín-Hermanos García Noblejas;446.561.126.135.583;44.759.424.931.405
6077;PUNTOS DE MEDIDA URBANOS;47016;Av. San Luis  - Golfo de Salonica-Arturo Soria;443.549.250.332.952;448.093.824.056.008
6079;PUNTOS DE MEDIDA URBANOS;47018;C/. Cuevas de Almanzora  - Bacares-Av. San Luis;443.929.397.956.468;448.080.100.427.288
6080;PUNTOS DE MEDIDA URBANOS;47019;Av. San Luis  - Julio Danvila-Cuevas de Almanzora;443.926.262.198.709;448.067.359.366.156
6082;PUNTOS DE MEDIDA URBANOS;47021;Av. San Luis - Av. Burgos-Condado de Treviño;443.077.821.908.265;448.146.149.588.531
6083;PUNTOS DE MEDIDA URBANOS;47022;C/. Condado Treviño - M-30 y Av. San Luis;443.068.739.190.044;448.133.320.235.964
6181;PUNTOS DE MEDIDA URBANOS;53403;C/. José María Pereda - José María Pereda-Francisco Villaespesa;445.171.147.110.229;447.578.833.699.275
6182;PUNTOS DE MEDIDA URBANOS;53404;C/. Francisco Villaespesa - Francisco Villaespesa-Ledesma;445.231.429.544.083;447.577.924.334.198
6194;PUNTOS DE MEDIDA URBANOS;54002;C/. Casalarreina  - Camino Viejo de Vicálvaro-Av. Daroca;447.830.742.548.874;447.331.443.696.749
3695;PUNTOS DE MEDIDA URBANOS;54012;C/. San Cipriano  - Jardín de la Duquesa-Lago Leman;448.767.608.958.299;447.298.445.308.676
6204;PUNTOS DE MEDIDA URBANOS;54014;Pº. Artilleros  - Villardondiego-Villajimena;448.418.153.533.158;447.323.286.632.691
6205;PUNTOS DE MEDIDA URBANOS;54015;Pº. Artilleros - Villajimena-Villablanca;448.400.314.400.897;447.346.118.979.844
3782;PUNTOS DE MEDIDA URBANOS;54016;Pº. Artilleros - Casalarreina-Calahorra;448.383.282.419.985;447.348.679.333.265
6903;PUNTOS DE MEDIDA M-30;04TL40PM04;04TL40PM04;44.470.411.489.558;447.302.572.729.059
6876;PUNTOS DE MEDIDA M-30;12XC06PM01;12XC06PM01;441.971.335.891.217;4.471.349.987.069
6874;PUNTOS DE MEDIDA M-30;12XC63PM01;12XC63PM01;441.472.442.805.158;447.139.282.493.072
6872;PUNTOS DE MEDIDA M-30;13NC25PM01;13NC25PM01;441.282.391.042.218;447.151.902.125.345
6871;PUNTOS DE MEDIDA M-30;13NC95PM01;13NC95PM01;440.540.479.299.398;447.198.807.193.539
1020;PUNTOS DE MEDIDA M-30;13NL60PM01;13NL60PM01;440.861.371.790.908;447.142.871.069.063
6873;PUNTOS DE MEDIDA M-30;13XC26PM01;13XC26PM01;441.053.152.727.758;447.163.018.971.686
1006;PUNTOS DE MEDIDA M-30;04FT74PM01;04FT74PM01;437.636.030.760.705;447.394.274.108.358
1021;PUNTOS DE MEDIDA M-30;14XL36PM01;14XL36PM01;440.470.333.561.855;447.187.605.544.723
7121;PUNTOS DE MEDIDA M-30;14XL89PM01;14XL89PM01;440.009.115.056.259;447.212.370.118.022
6849;PUNTOS DE MEDIDA M-30;15NC71PM01;15NC71PM01;439.322.567.944.197;447.263.480.980.922
6856;PUNTOS DE MEDIDA M-30;15RA15PM01;15RA15PM01;439.801.362.845.377;447.238.451.594.711
1032;PUNTOS DE MEDIDA M-30;15RC05PM01;15RC05PM01;439.815.310.513.747;447.238.244.962.587
6857;PUNTOS DE MEDIDA M-30;15RE04PM01;15RE04PM01;439.791.547.819.488;447.238.038.330.463
6848;PUNTOS DE MEDIDA M-30;15RM08PM01;15RM08PM01;439.216.601.324.237;447.252.818.001.139
1015;PUNTOS DE MEDIDA M-30;18NC52PM02;18NC52PM02;438.872.454.071.494;447.488.651.622.775
1017;PUNTOS DE MEDIDA M-30;18NC80PM01;18NC80PM01;438.564.594.633.147;44.750.866.203.328
6835;PUNTOS DE MEDIDA M-30;18RA28PM01;18RA28PM01;438.873.711.095.507;44.745.342.895.743
6837;PUNTOS DE MEDIDA M-30;18RN69PM01;18RN69PM01;43.878.089.516.652;447.451.862.479.551
7123;PUNTOS DE MEDIDA M-30;19XC40PM01;19XC40PM01;438.099.734.757.333;447.536.100.272.744
7122;PUNTOS DE MEDIDA M-30;19XC80PM01;19XC80PM01;437.839.643.741.588;447.557.281.820.112
6880;PUNTOS DE MEDIDA M-30;90EL00PM01;90EL00PM01;441.472.026.378.636;447.120.737.430.854
6884;PUNTOS DE MEDIDA M-30;90ET93PM01;90ET93PM01;441.528.612.764.692;447.109.866.581.696
6841;PUNTOS DE MEDIDA M-30;17XC49PM01;17XC49PM01;438.752.648.922.605;447.391.015.321.583
6827;PUNTOS DE MEDIDA M-30;18NC20PM01;18NC20PM01;438.886.053.648.755;447.464.438.223.897
1016;PUNTOS DE MEDIDA M-30;18NC52PM01;18NC52PM01;438.865.145.076.162;447.488.161.500.817
6744;PUNTOS DE MEDIDA M-30;PM20832;PM20832;444.204.598.407.636;447.442.970.289.915
6745;PUNTOS DE MEDIDA M-30;PM20834;PM20834;444.199.553.605.602;447.443.182.109.305
7085;PUNTOS DE MEDIDA URBANOS;60404;Alberto Alcocer E-O(Giro E-S) - Juan Ramón Jiménez - Dr. Fleming ;441.799.385.606.845;44.791.301.193.217
6101;PUNTOS DE MEDIDA URBANOS;47042;C/. Añastro - Mesena-Arturo Soria;443.838.724.637.387;448.006.723.378.648
5919;PUNTOS DE MEDIDA URBANOS;44013;Alcalá - Hermanos de Pablo-Vicente Espinel;445.586.376.831.765;447.651.428.345.763
5973;PUNTOS DE MEDIDA URBANOS;45027;C/. Hermanos García Noblejas - Pl. Alsacia-Pobladura del Valle;447.180.702.278.855;447.460.655.988.751
5999;PUNTOS DE MEDIDA URBANOS;45050;Hermanos Garcia Noblejas - Luis del Campo - Gandhi;446.685.086.202.928;447.549.079.299.453
6005;PUNTOS DE MEDIDA URBANOS;45412;C/. Albarracín - Albasanz-Julián Camarillo;446.482.330.043.945;447.633.952.402.587
6021;PUNTOS DE MEDIDA URBANOS;46013;C/. Arturo Soria  - Condesa de Venadito-Hernández de Tejada;445.074.486.564.454;447.775.642.833.656
6103;PUNTOS DE MEDIDA URBANOS;47044;C/. Mesena  - Ramonet-Añastro;443.848.732.255.656;448.014.009.783.157
6104;PUNTOS DE MEDIDA URBANOS;47401;C/. Dulce Chacón - Estación Metro-Av. Alcalde Conde Mayalde;44.390.454.894.862;448.193.715.251.495
6105;PUNTOS DE MEDIDA URBANOS;47402;C/. Laúd  - Jazmin-Arturo Soria;443.816.745.550.124;448.173.577.763.551
6110;PUNTOS DE MEDIDA URBANOS;47410;C/. Eladio López Vilches - Mesena-Av. San Luis;443.801.112.097.279;44.807.921.488.386
6111;PUNTOS DE MEDIDA URBANOS;47411;Av. San Luis - Julio Danvila-Cuevas Almanzora;44.389.201.726.729;448.072.330.449.823
6143;PUNTOS DE MEDIDA URBANOS;53012;C/. Ascao  - José Arcones Gil-Luis Ruíz;446.044.860.160.409;447.607.450.344.015
6144;PUNTOS DE MEDIDA URBANOS;53013;C/. Vital Aza - Luis Ruíz-Emilio Ferrari;445.741.136.411.355;447.615.878.593.045
6147;PUNTOS DE MEDIDA URBANOS;53016;C/. Gutierrez de Cetina  - Vital Aza-Ascao;445.675.760.635.868;447.595.529.403.851
6153;PUNTOS DE MEDIDA URBANOS;53023;C/. Ricardo Ortíz  - San Emilio-Av. Marqués de Corbera;44.436.641.051.713;447.516.272.771.509
3508;PUNTOS DE MEDIDA URBANOS;55018;Av. de los Andes - Boj -Añil;447.662.974.985.932;447.881.582.541.324
6238;PUNTOS DE MEDIDA URBANOS;55021;Av. Machupichu - Silvano-Mota del Cuervo;446.249.477.767.724;44.796.401.965.255
6746;PUNTOS DE MEDIDA M-30;PM20851;PM20851;443.896.686.097.756;447.383.644.878.795
6747;PUNTOS DE MEDIDA M-30;PM20852;PM20852;443.982.431.671.332;447.396.716.338.454
6748;PUNTOS DE MEDIDA M-30;PM20873;PM20873;443.866.318.093.088;447.368.709.012.936
6749;PUNTOS DE MEDIDA M-30;PM20911;PM20911;44.372.448.644.066;447.337.623.237.697
4760;PUNTOS DE MEDIDA URBANOS;24027;HIGUERAS S-N(PALMIPEDO-SEPULVEDA);436.867.104.612.831;447.307.913.947.464
4770;PUNTOS DE MEDIDA URBANOS;24040;VILLAMANIN S-N(NV-VILLASANDINO);4.361.968.368.065;447.324.370.178.186
4772;PUNTOS DE MEDIDA URBANOS;24042;VILLASAND.E-O(PARODIA-VILLAM.);436.202.139.011.125;447.326.388.372.135
4778;PUNTOS DE MEDIDA URBANOS;25008;AV.CORDOBA S-N(SEBAS. ALVAREZ-GTA.CADIZ);440.818.148.413.181;447.102.856.329.662
4779;PUNTOS DE MEDIDA URBANOS;25009;ANTONIO LOPEZ N-S(S.ZACARIAS-S.ARMENGOL);440.603.291.087.688;447.143.894.238.344
4780;PUNTOS DE MEDIDA URBANOS;25010;PTE. ANDALUCIA N-S(LEGAZPI-G.CADIZ);440.810.759.380.321;447.135.086.080.392
4810;PUNTOS DE MEDIDA URBANOS;26003;AV.ANDALUCIA S-N(FRANCISCO PINO-ALCOCER);441.255.862.873.851;446.703.241.020.991
4811;PUNTOS DE MEDIDA URBANOS;26004;ORIO N-S(ARECHAVALETA-ALCOCER);44.103.038.433.356;446.714.937.407.342
4831;PUNTOS DE MEDIDA URBANOS;26024;AV. ANDALUCIA GIRO A M40 S-N;441.241.031.050.185;446.864.292.548.388
6831;PUNTOS DE MEDIDA URBANOS;37033;CAMARENA N-S(YEBENES-ILLESCAS);435.971.448.782.493;447.176.086.103.221
4913;PUNTOS DE MEDIDA URBANOS;37035;OCA?A GIRO E-S (VALMOJ-GRAL.FANJUL);435.584.265.350.608;447.114.744.044.141
4960;PUNTOS DE MEDIDA URBANOS;38045;ERICA E-O(AV.POBLADOS-MON.O.ROMERO);435.804.065.249.752;447.066.703.670.185
6828;PUNTOS DE MEDIDA URBANOS;38047; A.R.SACRISTAN O-E(GUAYABA-SECOYA);437.076.747.079.354;446.962.683.677.215
6824;PUNTOS DE MEDIDA URBANOS;38048;LATERAL C.TOLEDO N-S(F.LADREDA-POBLADOS);439.022.254.692.706;44.696.460.731.985
9879;PUNTOS DE MEDIDA URBANOS;38049;BELZUNEGUI N-S;437.333.100.407.609;447.017.429.154.455
9985;PUNTOS DE MEDIDA URBANOS;38051;SECOYA S-N(OBOLO-AV. POBLADOS);437.120.480.564.158;446.956.333.684.111
3684;PUNTOS DE MEDIDA URBANOS;49019;G.RICARDOS E-O(B.TORRIJOS-NTRA.SRA.LUZ);437.179.164.323.315;447.077.451.361.455
5046;PUNTOS DE MEDIDA URBANOS;49013; GRAL.RICARDOS O-E(A.MORAN-OPORTO);437.866.861.462.306;447.122.607.599.808
5047;PUNTOS DE MEDIDA URBANOS;49014;GRAL.RICARDOS E-O( FCO.GARCIA-PL. TOROS);437.634.347.880.002;447.103.408.505.315
5048;PUNTOS DE MEDIDA URBANOS;49015;GRAL.RICARDOS O-E(MU?OZ GRANDES-P.TOROS);437.461.121.808.339;447.095.432.221.201
5049;PUNTOS DE MEDIDA URBANOS;49016;G.RICARDOS E-O(P.TOROS-MU?OZ GRANDES);437.450.660.829.785;447.095.368.373.332
5051;PUNTOS DE MEDIDA URBANOS;49018;GRAL. RICARDOS O-E(BLASON-MU?OZ GRANDES);437.250.592.661.401;447.083.732.350.133
5098;PUNTOS DE MEDIDA URBANOS;50034; ALEJANDRO SANCHEZ O-E;439.300.544.354.213;447.140.232.012.718
5101;PUNTOS DE MEDIDA URBANOS;51004;OCA E-O(MANUEL ALVAREZ-VIA CARPETANA);437.043.025.075.896;447.132.567.201.766
5108;PUNTOS DE MEDIDA URBANOS;51009;N.SRA.FATIMA O-E(MU?OZ GRANDES-LAGUNA);437.073.643.572.054;447.124.920.456.676
5110;PUNTOS DE MEDIDA URBANOS;51013;V.CARPETANA N-S(LUIS FEITO-GTA.EJERCITO);436.924.514.029.677;44.713.802.394.835
4729;PUNTOS DE MEDIDA URBANOS;93012;Antonio Machado S-N(Av. Martires Marmstas-Sinesio Delgado);439.107.291.682.893;447.978.885.240.373
4730;PUNTOS DE MEDIDA URBANOS;93013;Valle de Mena E-O (Candido Mateos - Cisar Marique);439.189.475.548.433;448.047.135.441.623
4732;PUNTOS DE MEDIDA URBANOS;93015;Valle de Mena O-E(lateral) Entrada Gta. valle de Arce;43.949.274.997.949;448.033.429.297.459
5881;PUNTOS DE MEDIDA URBANOS;42013;AV. CARDENAL HERRERA ORIA 87 O-E(GINZO DE LIMIA-PEÃ‘A DEL OSO);440.646.127.283.485;448.246.769.475.781
5882;PUNTOS DE MEDIDA URBANOS;42014;RAMON GOMEZ DE LA SERNA, 1 N-S;438.744.535.386.626;448.154.242.884.501
5883;PUNTOS DE MEDIDA URBANOS;42015;Isla de Arosa 41 S-N;439.343.717.323.556;44.816.786.446.484
10027;PUNTOS DE MEDIDA URBANOS;42012;AV. CARDENAL HERRERA ORIA 83 O-E(PEÃ‘A DEL OSO-CTRA. DE COLMENAR);440.839.835.749.472;448.255.625.239.875
5893;PUNTOS DE MEDIDA URBANOS;42025;SAN MODESTO S-N(SAN MODESTO-AV. CARDENAL HERRERA ORIA);441.004.189.308.121;448.253.157.110.884
3840;PUNTOS DE MEDIDA URBANOS;1001;Jose Ortega y Gasset E-O - Pº Castellana-Serrano;441.724.755.540.367;447.597.542.345.939
3841;PUNTOS DE MEDIDA URBANOS;1002;Jose Ortega y Gasset O-E - Serrano-Pº Castellana;441.815.295.142.014;447.597.716.953.352
3868;PUNTOS DE MEDIDA URBANOS;2014; Lira E-O - Cruz del Sur-Dr. Esquerdo;443.285.823.254.713;447.351.532.729.824
3869;PUNTOS DE MEDIDA URBANOS;2015;Dr. Esquerdo S-N - Av. Mediterraneo-Lira;443.258.692.234.432;447.345.700.732.978
4193;PUNTOS DE MEDIDA URBANOS;2017;Av. Mediterrane E-O - Cruz del Sur-Pl. Conde Casa;443.431.540.767.132;4.473.316.463.676
3870;PUNTOS DE MEDIDA URBANOS;2018;Av. Mediterraneo E-O - Paso Inferior;443.431.384.689.318;447.330.700.654.667
3871;PUNTOS DE MEDIDA URBANOS;2019;Fdez. Shaw S-N - Federico Moreno Torroba-Pl. Conde Casal;443.334.171.416.885;447.318.968.892.572
3872;PUNTOS DE MEDIDA URBANOS;2020;Dr. Esquerdo S-N - Garibay-Pl. Conde Casal;443.139.818.104.227;447.312.704.713.587
10036;PUNTOS DE MEDIDA URBANOS;1017;Barbara Braganza O-E  - Conde Xiquena-Tamayo y Baus;441.244.040.463.799;447.522.660.435.962
3874;PUNTOS DE MEDIDA URBANOS;2022;Av. Mediterraneo O-E - Paso Inferior;443.068.193.913.596;447.334.435.345.909
3878;PUNTOS DE MEDIDA URBANOS;2030; Salida TVE Torrespana S-N - ;443.906.410.225.767;447.491.271.045.141
3889;PUNTOS DE MEDIDA URBANOS;2301; Pl. Conde Casal - Antes del Grupo 15;44.327.999.846.468;4.473.308.418.955
7035;PUNTOS DE MEDIDA URBANOS;2302; Interior Dr. Esquerdo N-S - Delante Grupo1;443.324.579.210.268;447.456.492.479.129
3890;PUNTOS DE MEDIDA URBANOS;2303; Dr. Esquerdo N-S - Delante Grupo 1 Salida;44.332.429.277.966;44.745.823.970.584
7034;PUNTOS DE MEDIDA URBANOS;2304; Ibiza E-O - Dr. Esquedo-Maiquez(Delante Grupo 4);44.324.700.473.492;44.745.814.294.717
3938;PUNTOS DE MEDIDA URBANOS;5010;Serrano N-S - Maldonado-Juan Bravo;441.870.754.730.473;447.635.563.390.719
3941;PUNTOS DE MEDIDA URBANOS;5013;Serrano N-S - Pedro Valdivia-Maria Molina;44.191.421.915.839;447.692.754.187.514
3942;PUNTOS DE MEDIDA URBANOS;5014;Hermanos Becquer N-S - General Oraa-Serrano;44.181.235.674.554;447.658.604.906.169
3943;PUNTOS DE MEDIDA URBANOS;5015;Hermanos Becquer S-N - Serrano-General Oraa;441.826.900.904.769;447.658.702.043.124
3976;PUNTOS DE MEDIDA URBANOS;6036;Francisco Silvela N-S - Gta. Lopez Hoyos-Principe Vergara;442.416.110.313.456;447.702.659.129.954
3962;PUNTOS DE MEDIDA URBANOS;6022;Juan Bravo  E-O - Nuñez de Balboa-Velazquez;442.230.868.030.067;447.623.325.953.525
3963;PUNTOS DE MEDIDA URBANOS;6023;Juan Bravo, 8 O-E - Claudio Coello-Lagasca;441.990.918.168.713;447.623.246.133.712
3965;PUNTOS DE MEDIDA URBANOS;6025;Velazquez, 74 S-N - Ramon de la Cruz-Ortega y Gasset;442.107.121.675.462;447.582.953.680.009
3973;PUNTOS DE MEDIDA URBANOS;6033;Principe Vergara N-S - Lopez Hoyos-Francisco Silvela;442.530.864.725.784;447.709.714.513.946
3974;PUNTOS DE MEDIDA URBANOS;6034;Francisco Silvela S-N - Av. America-San Fdo.del Jarama;442.631.176.023.752;447.678.660.884.866
3975;PUNTOS DE MEDIDA URBANOS;6035;Principe Vergara S-N - Maria Molina-Francisco Silvela;442.516.740.021.791;447.676.775.122.275
4012;PUNTOS DE MEDIDA URBANOS;8012;Diego de Leon, 23 O-E - Nuñez Balboa-Velazquez;442.246.683.036.494;447.646.063.218.252
4013;PUNTOS DE MEDIDA URBANOS;8013;Diego de Leon, 51 E-O - General Pardiñas-Ppe. Vergara;442.604.810.392.058;447.643.366.935.664
4015;PUNTOS DE MEDIDA URBANOS;8015;Goya, 34 O-E - Castello-Principe de Vergara;442.317.097.497.298;44.753.636.949.013
3996;PUNTOS DE MEDIDA URBANOS;7007;Juan Bravo 64 O-E - Alcantara -Francisco Silvela;442.994.819.733.304;447.616.498.651.722
3579;PUNTOS DE MEDIDA URBANOS;7008;Juan Bravo 69 E-O - Alcantara-Conde Peñalver;442.853.220.077.542;447.628.160.253.267
3997;PUNTOS DE MEDIDA URBANOS;7009;Conde Peñalver, 64 S-N - Padilla-Juan Bravo;442.842.072.872.958;447.604.294.658.984
4011;PUNTOS DE MEDIDA URBANOS;8011;Principe Vergara S-N - D.Ramon de la Cruz-Jose Ortega y Gasset;442.448.471.309.239;447.580.544.580.134
4230;PUNTOS DE MEDIDA URBANOS;14031;Embajadores S-N - Sta MªCabeza-Palos de la Frontera;440.714.524.303.159;447.279.329.965.634
4231;PUNTOS DE MEDIDA URBANOS;14032;Embajadores N-S - Labrador-Sta MªCabeza;440.684.868.692.335;447.282.697.729.473
4234;PUNTOS DE MEDIDA URBANOS;14034; Embajadores S-N - Palos Frontera-Sebastian Elcano;440.627.140.866.969;447.294.211.595.591
4235;PUNTOS DE MEDIDA URBANOS;14035;Palos de la Frontera E-O - Bernardino Obregon-Embajadores;440.755.629.096.965;447.291.737.256.495
4236;PUNTOS DE MEDIDA URBANOS;14036;Embajadores N-S - Moratines-Labrador;440.601.910.649.299;447.296.708.904.324
4238;PUNTOS DE MEDIDA URBANOS;14038;Ronda Toledo E-O - Embajadores-Ribera Curtidores;440.212.882.479.922;447.322.320.490.575
3669;PUNTOS DE MEDIDA URBANOS;14039;Embajadores-Ribera Curtidores) - Mira el Sol- Ronda Toledo;440.097.172.517.213;44.733.684.686.445
4665;PUNTOS DE MEDIDA URBANOS;35028;Av.Bruselas N-S - Pl.Venecia-Av.Bruselas;443.880.098.687.481;447.701.096.904.153
4407;PUNTOS DE MEDIDA URBANOS;19005;Alburquerque, 13 E-O - Cardenal Cisneros-Fuencarral;440.551.866.755.097;44.760.529.005.127
4666;PUNTOS DE MEDIDA URBANOS;35029;Av.Bruselas S-N - Av.Bruselas-Pl.Venecia;443.886.508.230.829;447.700.166.992.647
